,DiatomSizeReduction,Phoneme,InlineSkate,InsectWingbeatSound,Haptics,RefrigerationDevices,WordsSynonyms,Wine,MiddlePhalanxTW,ScreenType,uWaveGestureLibrary_Y,Herring,50words,Worms,Beef,ElectricDevices,Ham,uWaveGestureLibrary_Z,MiddlePhalanxOutlineAgeGroup,Lighting2,WormsTwoClass,HandOutlines,ShapeletSim,uWaveGestureLibrary_X,DistalPhalanxTW,Cricket_Y,MedicalImages,Earthquakes,SmallKitchenAppliances,Cricket_X,DistalPhalanxOutlineCorrect,Cricket_Z,MiddlePhalanxOutlineCorrect,Lighting7,ProximalPhalanxTW,ProximalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,Computers,Meat,UWaveGestureLibraryAll,ArrowHead,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,yoga,Adiac,OliveOil,Two_Patterns,FordB,ECG200,ShapesAll,LargeKitchenAppliances,BeetleFly,Car,FordA,ToeSegmentation2,ProximalPhalanxOutlineCorrect,FaceFour,MoteStrain,ECG5000,Symbols,FacesUCR,NonInvasiveFatalECG_Thorax1,NonInvasiveFatalECG_Thorax2,FaceAll,Strawberry,FISH,SonyAIBORobotSurface,ToeSegmentation1,ItalyPowerDemand,StarLightCurves,MALLAT,SwedishLeaf,SonyAIBORobotSurfaceII,synthetic_control,OSULeaf,ECGFiveDays,CBF,wafer,Trace,TwoLeadECG,Coffee,BirdChicken,Plane,Gun_Point
uWaveGestureLibrary_Y,0.5294117647058824,0.3111814345991561,0.38545454545454544,0.3878787878787879,0.5324675324675324,0.504,0.5470219435736677,0.7777777777777778,0.5989974937343359,0.664,0.0,0.640625,0.6615384615384615,0.6298342541436464,0.8666666666666667,0.7100246401244975,0.7428571428571429,0.7255723059743159,0.745,0.7704918032786885,0.7458563535911602,0.8140000000000001,0.6277777777777778,0.7593523171412618,0.7725,0.7589743589743589,0.7592105263157894,0.7888198757763976,0.7786666666666666,0.7820512820512819,0.8033333333333333,0.7846153846153846,0.81,0.821917808219178,0.8025,0.8390243902439024,0.8205128205128205,0.8240000000000001,0.9166666666666666,0.8257956448911222,0.8571428571428571,0.8028645833333333,0.805,0.8804347826086957,0.8496666666666667,0.8465473145780051,0.9,0.88525,0.8688118811881188,0.91,0.9016666666666666,0.9013333333333332,0.95,0.9166666666666666,0.904748680921966,0.8923076923076924,0.9003436426116839,0.9204545454545454,0.9073482428115016,0.9388888888888888,0.9537688442211056,0.9297560975609755,0.9562340966921121,0.9541984732824428,0.8881656804733727,0.965742251223491,0.9485714285714286,0.8968386023294509,0.9649122807017544,0.9620991253644317,0.9689169499757164,0.9671641791044776,0.9648,0.9674711437565582,0.98,0.975206611570248,0.994192799070848,0.9933333333333332,0.996917585983128,1.0,0.9991220368744512,1.0,0.9,1.0,1.0
Herring,0.27124183006535946,0.3175105485232068,0.34545454545454546,0.39797979797979793,0.4545454545454545,0.5466666666666666,0.5376175548589341,0.7592592592592593,0.5839598997493735,0.6613333333333333,0.637074260189838,0.0,0.6593406593406593,0.5911602209944752,0.7,0.7227337569705615,0.6857142857142857,0.7236180904522613,0.7575,0.7540983606557377,0.7016574585635359,0.797,0.8277777777777777,0.7554438860971524,0.77,0.7897435897435897,0.7618421052631579,0.7888198757763976,0.7813333333333333,0.7923076923076923,0.7933333333333333,0.8,0.7833333333333333,0.8356164383561644,0.805,0.8487804878048779,0.8193473193473193,0.8240000000000001,0.7666666666666667,0.827749860413177,0.8342857142857143,0.8109375,0.805,0.8246376811594203,0.8556666666666667,0.8363171355498721,0.8666666666666667,0.87225,0.8682618261826183,0.91,0.8933333333333333,0.8853333333333333,0.8,0.85,0.9014162732574283,0.8769230769230769,0.9106529209621992,0.9204545454545454,0.9329073482428116,0.9393333333333334,0.9527638190954774,0.9356097560975609,0.9531806615776082,0.9516539440203562,0.9065088757396451,0.965742251223491,0.9657142857142856,0.9500831946755408,0.9517543859649122,0.95821185617104,0.967459932005828,0.975266524520256,0.9536,0.9737670514165792,0.9866666666666668,0.9545454545454546,0.9849012775842044,0.9977777777777778,0.9938351719662556,1.0,0.9991220368744512,1.0,0.9,1.0,1.0
50words,0.006535947712418301,0.31856540084388185,0.3672727272727273,0.38333333333333336,0.5,0.512,0.5611285266457681,0.7962962962962963,0.5789473684210527,0.6426666666666667,0.6367950865438302,0.65625,0.0,0.6408839779005525,0.7666666666666667,0.7152120347555441,0.7047619047619048,0.7205471803461754,0.735,0.7868852459016393,0.7403314917127072,0.8109999999999999,0.6333333333333333,0.7526521496370743,0.765,0.7666666666666667,0.7868421052631579,0.7795031055900621,0.7759999999999999,0.7666666666666667,0.7983333333333333,0.8,0.8333333333333334,0.8493150684931506,0.7775,0.8390243902439024,0.8251748251748252,0.816,0.95,0.8243997766610832,0.8114285714285714,0.8104166666666667,0.7925,0.8659420289855072,0.8596666666666667,0.8567774936061381,0.8,0.87325,0.8740374037403741,0.92,0.915,0.9093333333333332,0.9,0.9333333333333332,0.8994723687864482,0.9230769230769232,0.9037800687285223,0.9431818181818182,0.9329073482428116,0.9404444444444444,0.9266331658291456,0.94,0.9592875318066156,0.9526717557251908,0.9041420118343196,0.9624796084828712,0.96,0.9284525790349416,0.9561403508771931,0.9533527696793004,0.9658814958717824,0.9603411513859276,0.9584,0.9769150052465896,0.98,0.9669421487603306,0.9953542392566784,0.9944444444444444,0.9967553536664504,1.0,1.0,1.0,0.9,1.0,1.0
Worms,0.24836601307189546,0.3196202531645569,0.3763636363636363,0.3883838383838384,0.5162337662337663,0.4666666666666667,0.5470219435736677,0.8703703703703703,0.5939849624060151,0.648,0.6384701284198772,0.671875,0.6593406593406593,0.0,0.7666666666666667,0.6974452081442095,0.7238095238095238,0.7319932998324958,0.755,0.7868852459016393,0.7790055248618785,0.807,0.8833333333333333,0.757677275265215,0.7775,0.7846153846153846,0.7723684210526316,0.7919254658385093,0.7866666666666666,0.8,0.8033333333333333,0.7974358974358975,0.8216666666666667,0.8767123287671232,0.8025,0.8341463414634146,0.8205128205128205,0.816,0.9166666666666666,0.8199329983249581,0.8,0.7997395833333333,0.815,0.8239130434782609,0.8523333333333334,0.8516624040920716,0.9,0.878,0.8773377337733773,0.93,0.9016666666666666,0.8986666666666666,1.0,0.9333333333333332,0.90169397389614,0.9230769230769232,0.9175257731958762,0.9318181818181818,0.9392971246006391,0.9417777777777778,0.9055276381909548,0.9307317073170732,0.9491094147582696,0.9480916030534352,0.921301775147929,0.9641109298531809,0.96,0.9633943427620631,0.9649122807017544,0.957240038872692,0.9658814958717824,0.9692963752665246,0.9664,0.9748163693599159,0.99,0.9793388429752066,0.9732868757259,0.9966666666666668,0.996268656716418,1.0,0.9991220368744512,1.0,0.95,1.0,1.0
Beef,0.2875816993464052,0.3217299578059072,0.3527272727272727,0.3848484848484848,0.4837662337662338,0.48,0.5391849529780565,0.5185185185185185,0.5914786967418546,0.6346666666666667,0.6278615298715802,0.65625,0.6571428571428571,0.6795580110497238,0.0,0.6991311113992997,0.6952380952380952,0.7280848687883864,0.7475,0.7540983606557377,0.7513812154696132,0.7979999999999999,0.8944444444444445,0.7490228922389727,0.7575,0.7948717948717948,0.7697368421052632,0.7701863354037267,0.8053333333333333,0.8076923076923077,0.8016666666666666,0.8025641025641026,0.82,0.8767123287671232,0.77,0.8341463414634146,0.8240093240093241,0.8240000000000001,1.0,0.82607481853713,0.7828571428571428,0.8127604166666667,0.8,0.8442028985507246,0.8536666666666667,0.8465473145780051,0.9,0.87275,0.8809130913091309,0.9,0.8966666666666666,0.8986666666666666,0.95,0.8666666666666667,0.9036378783671204,0.9,0.8969072164948454,0.9318181818181818,0.937699680511182,0.9397777777777778,0.9356783919597991,0.9380487804878048,0.9572519083969464,0.9597964376590332,0.9118343195266272,0.965742251223491,0.9657142857142856,0.956738768718802,0.9517543859649122,0.9620991253644317,0.9653958232151528,0.9646055437100212,0.9664,0.9727177334732424,0.99,0.9710743801652892,0.9814169570267132,0.9966666666666668,0.9941596365996106,1.0,0.9991220368744512,1.0,0.9,1.0,1.0
ElectricDevices,0.4640522875816994,0.29641350210970463,0.4672727272727273,0.4060606060606061,0.4577922077922078,0.4906666666666666,0.5438871473354232,0.8703703703703703,0.5964912280701754,0.64,0.6353992183137912,0.609375,0.6351648351648351,0.6132596685082873,0.7333333333333333,0.0,0.7333333333333333,0.7169179229480737,0.755,0.6885245901639344,0.7679558011049724,0.8540000000000001,1.0,0.7445561139028476,0.7725,0.7589743589743589,0.7868421052631579,0.7608695652173914,0.792,0.7641025641025642,0.81,0.7974358974358975,0.8233333333333334,0.8630136986301371,0.8275,0.8487804878048779,0.8205128205128205,0.8240000000000001,0.9,0.8257956448911222,0.76,0.7903645833333334,0.8225,0.8326086956521739,0.9093333333333332,0.8337595907928389,0.8333333333333334,0.8859999999999999,0.8798129812981298,0.89,0.8916666666666667,0.8933333333333333,1.0,0.9333333333333332,0.9394612607608998,0.8769230769230769,0.9037800687285223,0.9204545454545454,0.8873801916932907,0.9402222222222222,0.9256281407035176,0.9160975609756098,0.9582697201017812,0.9536895674300254,0.9307692307692308,0.9592169657422512,0.9542857142857144,0.9251247920133112,0.9561403508771931,0.9650145772594751,0.966731423020884,0.9701492537313432,0.968,0.969569779643232,0.99,0.9669421487603306,0.9814169570267132,0.9888888888888888,0.996268656716418,1.0,0.9991220368744512,1.0,0.8,1.0,0.9866666666666668
Ham,0.33986928104575165,0.3127637130801688,0.29818181818181816,0.3868686868686869,0.4902597402597403,0.5253333333333333,0.5376175548589341,0.5185185185185185,0.5764411027568922,0.6293333333333333,0.6440536013400335,0.625,0.6505494505494506,0.6519337016574586,0.7666666666666667,0.7118402282453637,0.0,0.7244556113902848,0.745,0.7868852459016393,0.7624309392265194,0.855,0.9055555555555556,0.7504187604690117,0.755,0.7923076923076923,0.7855263157894737,0.7763975155279503,0.7946666666666666,0.7974358974358975,0.82,0.823076923076923,0.8066666666666666,0.8630136986301371,0.805,0.824390243902439,0.8228438228438228,0.8079999999999999,0.9666666666666668,0.8235622557230597,0.8171428571428572,0.8184895833333333,0.805,0.8333333333333334,0.8320000000000001,0.8414322250639387,0.8,0.87575,0.8767876787678768,0.9,0.8883333333333333,0.8986666666666666,0.95,0.9166666666666666,0.9000277700638711,0.8923076923076924,0.9003436426116839,0.9204545454545454,0.9121405750798722,0.9388888888888888,0.955778894472362,0.9453658536585364,0.9562340966921121,0.9567430025445292,0.9366863905325444,0.965742251223491,0.96,0.9367720465890182,0.9429824561403508,0.95821185617104,0.9652744050509956,0.9714285714285714,0.9616,0.969569779643232,0.99,0.987603305785124,0.9976771196283392,0.9955555555555556,0.9948085658663206,1.0,0.9991220368744512,1.0,0.9,1.0,0.9933333333333332
uWaveGestureLibrary_Z,0.032679738562091505,0.314873417721519,0.37454545454545457,0.3712121212121212,0.4967532467532468,0.512,0.5532915360501567,0.7592592592592593,0.5889724310776943,0.6346666666666667,0.644891122278057,0.640625,0.6725274725274726,0.6187845303867403,0.8333333333333334,0.7091168460640643,0.7523809523809524,0.0,0.75,0.7704918032786885,0.7458563535911602,0.856,0.6666666666666666,0.7548855388051368,0.765,0.7846153846153846,0.7592105263157894,0.7857142857142857,0.792,0.7846153846153846,0.8133333333333334,0.7820512820512819,0.8266666666666667,0.8356164383561644,0.7875,0.8390243902439024,0.8263403263403264,0.836,0.9166666666666666,0.8283082077051926,0.8171428571428572,0.79765625,0.8125,0.8753623188405797,0.8653333333333333,0.8670076726342711,0.9333333333333332,0.88,0.8715621562156216,0.91,0.9083333333333332,0.9066666666666666,0.9,0.9333333333333332,0.90169397389614,0.9307692307692308,0.8969072164948454,0.9318181818181818,0.9289137380191692,0.9393333333333334,0.9507537688442212,0.9273170731707318,0.9567430025445292,0.9552162849872774,0.9230769230769232,0.965742251223491,0.9657142857142856,0.9633943427620631,0.9649122807017544,0.9533527696793004,0.9680670228266148,0.9684434968017056,0.9616,0.9737670514165792,0.99,0.9669421487603306,0.9953542392566784,0.9944444444444444,0.9970798182998052,1.0,1.0,1.0,0.9,1.0,1.0
MiddlePhalanxOutlineAgeGroup,0.3006535947712418,0.3391350210970464,0.4381818181818182,0.3782828282828283,0.4675324675324675,0.512,0.5595611285266457,0.7222222222222222,0.5889724310776943,0.6346666666666667,0.6465661641541038,0.578125,0.6615384615384615,0.6464088397790055,0.7,0.7054856698223317,0.7238095238095238,0.7194304857621441,0.0,0.7377049180327869,0.7624309392265194,0.7390000000000001,0.8333333333333334,0.7506979341150195,0.765,0.7948717948717948,0.7815789473684209,0.7732919254658385,0.7813333333333333,0.7948717948717948,0.8233333333333334,0.8051282051282052,0.8333333333333334,0.8356164383561644,0.8175,0.8585365853658536,0.8193473193473193,0.8,0.85,0.8154662199888331,0.7942857142857143,0.8067708333333333,0.8175,0.8471014492753624,0.8616666666666667,0.8542199488491049,0.8333333333333334,0.86625,0.8734873487348734,0.86,0.8966666666666666,0.8959999999999999,0.95,0.9166666666666666,0.8953068592057761,0.8923076923076924,0.8969072164948454,0.8977272727272727,0.926517571884984,0.9391111111111112,0.9316582914572864,0.9307317073170732,0.964885496183206,0.95470737913486,0.9236686390532544,0.9690048939641108,0.9485714285714286,0.9351081530782028,0.9561403508771931,0.9562682215743442,0.9660029140359396,0.9718550106609808,0.9696,0.9664218258132214,0.9833333333333332,0.9834710743801652,0.9860627177700348,0.9955555555555556,0.995619727449708,1.0,1.0,1.0,0.95,1.0,1.0
Lighting2,0.3071895424836601,0.3190928270042194,0.3545454545454545,0.3813131313131313,0.4772727272727273,0.5146666666666667,0.5391849529780565,0.8518518518518519,0.5989974937343359,0.616,0.6401451702959241,0.625,0.6373626373626373,0.6408839779005525,0.7333333333333333,0.7130073920373492,0.7428571428571429,0.7213847012841987,0.7275,0.0,0.7348066298342542,0.778,0.7722222222222223,0.7523729759910665,0.775,0.7717948717948718,0.7842105263157895,0.7763975155279503,0.7946666666666666,0.8051282051282052,0.815,0.7871794871794872,0.8,0.7945205479452054,0.8075,0.8439024390243902,0.8321678321678322,0.812,0.9,0.8154662199888331,0.8571428571428571,0.8236979166666667,0.83,0.8239130434782609,0.852,0.8465473145780051,0.6,0.86975,0.878987898789879,0.86,0.8866666666666667,0.904,0.8,0.9166666666666666,0.9005831713412941,0.9076923076923076,0.9140893470790378,0.9090909090909092,0.9273162939297124,0.9411111111111112,0.943718592964824,0.9414634146341464,0.9608142493638676,0.9511450381679388,0.9485207100591716,0.9592169657422512,0.9485714285714286,0.9500831946755408,0.9473684210526316,0.95821185617104,0.9626032054395336,0.9650319829424308,0.9664,0.9643231899265478,0.9866666666666668,0.9834710743801652,0.9988385598141696,0.9944444444444444,0.996917585983128,1.0,0.9991220368744512,1.0,0.9,1.0,1.0
WormsTwoClass,0.2973856209150327,0.3138185654008439,0.34545454545454546,0.3944444444444444,0.47402597402597396,0.5066666666666667,0.5470219435736677,0.5,0.5789473684210527,0.6506666666666666,0.6393076493579006,0.703125,0.6373626373626373,0.6022099447513812,0.7333333333333333,0.7093762157956166,0.7142857142857143,0.7308766052484645,0.7175,0.7377049180327869,0.0,0.518,0.8888888888888888,0.7599106644332775,0.765,0.8179487179487179,0.7960526315789473,0.7888198757763976,0.7786666666666666,0.7820512820512819,0.805,0.7948717948717948,0.815,0.821917808219178,0.7875,0.8390243902439024,0.8310023310023309,0.816,0.9833333333333332,0.8271915131211613,0.8457142857142858,0.8286458333333333,0.7775,0.8318840579710145,0.8586666666666667,0.8465473145780051,0.8,0.8735,0.8776127612761276,0.87,0.9,0.904,0.9,0.9166666666666666,0.9030824770896974,0.8923076923076924,0.9106529209621992,0.9204545454545454,0.8993610223642172,0.9402222222222222,0.9527638190954774,0.9375609756097559,0.9531806615776082,0.9511450381679388,0.9035502958579882,0.9575856443719412,0.9485714285714286,0.9267886855241264,0.9429824561403508,0.9591836734693876,0.9655172413793104,0.9582089552238806,0.96,0.9737670514165792,0.9833333333333332,0.9669421487603306,0.9790940766550522,0.9955555555555556,0.9939974042829332,1.0,0.9991220368744512,1.0,0.9,1.0,1.0
HandOutlines,0.1503267973856209,0.3227848101265823,0.34545454545454546,0.3797979797979798,0.5032467532467533,0.46399999999999997,0.5360501567398119,0.7777777777777778,0.5914786967418546,0.6186666666666667,0.6300949190396427,0.5625,0.6505494505494506,0.6022099447513812,0.6333333333333333,0.7146932952924394,0.7047619047619048,0.7258514796203238,0.7475,0.7868852459016393,0.7458563535911602,0.0,0.9944444444444444,0.7593523171412618,0.745,0.7948717948717948,0.7842105263157895,0.7919254658385093,0.7706666666666667,0.7641025641025642,0.7916666666666666,0.8076923076923077,0.8133333333333334,0.821917808219178,0.795,0.8536585365853658,0.8193473193473193,0.78,0.9166666666666666,0.8294249022892239,0.8,0.796875,0.8025,0.8014492753623188,0.857,0.8414322250639387,0.8333333333333334,0.87425,0.8723872387238724,0.9,0.9,0.9013333333333332,0.9,0.8833333333333333,0.8944737572896417,0.8923076923076924,0.9072164948453608,0.9318181818181818,0.926517571884984,0.9386666666666666,0.9266331658291456,0.9341463414634148,0.9536895674300254,0.9465648854961832,0.8988165680473372,0.9608482871125612,0.96,0.9051580698835274,0.9473684210526316,0.9601554907677357,0.9628460417678484,0.9692963752665246,0.9648,0.9485834207764952,0.99,0.9669421487603306,0.9802555168408827,0.9955555555555556,0.9954574951330304,1.0,0.9991220368744512,1.0,0.9,1.0,1.0
ShapeletSim,0.3006535947712418,0.3190928270042194,0.3527272727272727,0.3868686868686869,0.4512987012987013,0.4933333333333334,0.542319749216301,0.6111111111111112,0.5864661654135338,0.6133333333333333,0.6345616973757677,0.640625,0.6307692307692307,0.6353591160220995,0.7,0.7078199974063026,0.7142857142857143,0.72250139586823,0.74,0.7377049180327869,0.7348066298342542,0.491,0.0,0.7565605806811837,0.775,0.7743589743589744,0.7776315789473685,0.7732919254658385,0.7759999999999999,0.7794871794871795,0.79,0.7820512820512819,0.82,0.821917808219178,0.7925,0.8536585365853658,0.8123543123543123,0.816,0.9166666666666666,0.81714126186488,0.7714285714285715,0.8208333333333333,0.8325,0.8166666666666667,0.8456666666666667,0.8542199488491049,0.8,0.8665,0.8776127612761276,0.86,0.9,0.8986666666666666,0.95,0.8833333333333333,0.90169397389614,0.9076923076923076,0.8969072164948454,0.9090909090909092,0.926517571884984,0.9406666666666668,0.9256281407035176,0.944390243902439,0.9552162849872774,0.9557251908396946,0.946153846153846,0.9706362153344208,0.9485714285714286,0.961730449251248,0.9517543859649122,0.9650145772594751,0.9516755706653716,0.9658848614072496,0.9632,0.9832109129066108,0.99,0.9710743801652892,0.9883855981416956,0.9933333333333332,0.996917585983128,1.0,0.9991220368744512,1.0,1.0,1.0,1.0
uWaveGestureLibrary_X,0.2810457516339869,0.33016877637130804,0.3963636363636364,0.3898989898989899,0.5194805194805194,0.4933333333333334,0.5438871473354232,0.7777777777777778,0.6040100250626567,0.6453333333333333,0.6485203796761586,0.59375,0.6703296703296703,0.6464088397790055,0.7666666666666667,0.7144339255608871,0.7047619047619048,0.7286432160804021,0.7525,0.7868852459016393,0.7458563535911602,0.85,0.7222222222222222,0.0,0.7475,0.7512820512820513,0.7526315789473684,0.7639751552795031,0.7786666666666666,0.7641025641025642,0.8033333333333333,0.7948717948717948,0.84,0.8630136986301371,0.7875,0.8439024390243902,0.8193473193473193,0.78,0.9,0.830820770519263,0.8457142857142858,0.80234375,0.8075,0.8695652173913043,0.8546666666666667,0.8491048593350383,0.8333333333333334,0.88625,0.8792629262926293,0.92,0.8966666666666666,0.8906666666666667,1.0,0.8833333333333333,0.8986392668703138,0.9307692307692308,0.8969072164948454,0.9318181818181818,0.9177316293929711,0.9357777777777778,0.9447236180904522,0.9278048780487804,0.957760814249364,0.9486005089058523,0.8887573964497042,0.9690048939641108,0.96,0.9367720465890182,0.9517543859649122,0.9543245869776482,0.9683098591549296,0.9688699360341152,0.9616,0.9674711437565582,0.99,0.962809917355372,0.994192799070848,0.9977777777777778,0.9944841012329656,1.0,0.9991220368744512,1.0,0.9,1.0,1.0
DistalPhalanxTW,0.3006535947712418,0.3175105485232068,0.4236363636363637,0.3848484848484848,0.4675324675324675,0.52,0.5611285266457681,0.7037037037037037,0.5864661654135338,0.608,0.6362367392518147,0.640625,0.6593406593406593,0.6574585635359116,0.7,0.7062637790169887,0.6666666666666666,0.7250139586823003,0.745,0.7377049180327869,0.7458563535911602,0.564,0.7111111111111111,0.7537688442211056,0.0,0.7794871794871795,0.7736842105263158,0.7857142857142857,0.7573333333333333,0.7897435897435897,0.785,0.7948717948717948,0.7833333333333333,0.8356164383561644,0.8175,0.8487804878048779,0.8076923076923077,0.836,0.9,0.8126744835287549,0.8,0.8171875,0.825,0.8521739130434782,0.8593333333333333,0.8567774936061381,0.7666666666666667,0.86925,0.8839383938393839,0.87,0.8966666666666666,0.8933333333333333,0.85,0.9333333333333332,0.8991946681477367,0.8692307692307693,0.8900343642611683,0.9204545454545454,0.920926517571885,0.9393333333333334,0.949748743718593,0.9409756097560976,0.9603053435114504,0.9511450381679388,0.9337278106508876,0.9624796084828712,0.9428571428571428,0.961730449251248,0.9473684210526316,0.9669582118561709,0.9556823700825644,0.9663113006396588,0.9728,0.9800629590766002,0.9866666666666668,0.975206611570248,0.989547038327526,0.9966666666666668,0.9972420506164827,1.0,1.0,1.0,0.95,1.0,1.0
Cricket_Y,0.19934640522875816,0.3280590717299578,0.3618181818181818,0.3828282828282829,0.4902597402597403,0.4826666666666667,0.5470219435736677,0.8148148148148148,0.5664160401002506,0.608,0.6323283082077052,0.59375,0.6615384615384615,0.6464088397790055,0.7666666666666667,0.7118402282453637,0.7238095238095238,0.7227805695142379,0.7275,0.7377049180327869,0.7790055248618785,0.728,0.7,0.742322724734785,0.7825,0.0,0.7657894736842106,0.7577639751552795,0.7759999999999999,0.7923076923076923,0.8266666666666667,0.8205128205128205,0.8316666666666667,0.821917808219178,0.8175,0.8341463414634146,0.8216783216783217,0.804,0.9166666666666666,0.8137911781127861,0.8628571428571429,0.8263020833333333,0.8225,0.8384057971014492,0.8626666666666667,0.8516624040920716,0.8333333333333334,0.862,0.8748624862486248,0.87,0.8866666666666667,0.904,0.85,0.8666666666666667,0.902804776450986,0.8769230769230769,0.9106529209621992,0.9204545454545454,0.8961661341853036,0.9420000000000001,0.9356783919597991,0.9409756097560976,0.9633587786259542,0.9501272264631044,0.955621301775148,0.9575856443719412,0.96,0.9534109816971714,0.9605263157894736,0.95821185617104,0.9630888780961632,0.9637526652452024,0.9744,0.9811122770199372,0.9833333333333332,0.9834710743801652,0.9918699186991871,0.9955555555555556,0.9974042829331604,1.0,0.9991220368744512,1.0,1.0,1.0,1.0
MedicalImages,0.3006535947712418,0.3206751054852321,0.3490909090909091,0.3782828282828283,0.48701298701298706,0.4933333333333334,0.5517241379310345,0.7222222222222222,0.6015037593984962,0.624,0.637074260189838,0.640625,0.6527472527472528,0.6629834254143646,0.7,0.7105433795876022,0.7142857142857143,0.7185929648241206,0.7475,0.7704918032786885,0.7403314917127072,0.865,0.7611111111111111,0.7532104969290899,0.7725,0.7743589743589744,0.0,0.8074534161490683,0.8026666666666666,0.7794871794871795,0.8016666666666666,0.8,0.8216666666666667,0.8904109589041096,0.8025,0.8487804878048779,0.8193473193473193,0.8079999999999999,0.95,0.8221663874930206,0.8342857142857143,0.8114583333333333,0.8175,0.8420289855072464,0.8593333333333333,0.8516624040920716,0.8,0.8725,0.8715621562156216,0.88,0.8883333333333333,0.8959999999999999,0.9,0.9166666666666666,0.9000277700638711,0.8923076923076924,0.9106529209621992,0.9204545454545454,0.9185303514376996,0.9406666666666668,0.955778894472362,0.9395121951219512,0.9531806615776082,0.9501272264631044,0.8946745562130177,0.9690048939641108,0.9428571428571428,0.9317803660565724,0.9605263157894736,0.9611273080660836,0.966731423020884,0.9620469083155649,0.9728,0.9737670514165792,0.9833333333333332,0.975206611570248,0.9907084785133564,0.9944444444444444,0.995619727449708,1.0,0.9991220368744512,1.0,1.0,1.0,1.0
Earthquakes,0.3006535947712418,0.3196202531645569,0.3418181818181818,0.38333333333333336,0.47402597402597396,0.488,0.5799373040752351,0.7962962962962963,0.5739348370927319,0.6026666666666667,0.649357900614182,0.625,0.6373626373626373,0.6243093922651933,0.7,0.701724808714823,0.7523809523809524,0.7278056951423786,0.7275,0.7704918032786885,0.7292817679558011,0.831,0.7777777777777778,0.7551647124511446,0.77,0.7846153846153846,0.7868421052631579,0.0,0.7786666666666666,0.7666666666666667,0.8066666666666666,0.7948717948717948,0.8066666666666666,0.8356164383561644,0.795,0.8341463414634146,0.8263403263403264,0.8240000000000001,0.8833333333333333,0.8154662199888331,0.8342857142857143,0.8192708333333333,0.805,0.8202898550724638,0.8526666666666667,0.8388746803069054,0.8666666666666667,0.8605,0.8814631463146315,0.86,0.8966666666666666,0.8986666666666666,0.9,0.9166666666666666,0.8991946681477367,0.8846153846153846,0.9106529209621992,0.9204545454545454,0.926517571884984,0.9388888888888888,0.9487437185929648,0.9380487804878048,0.9608142493638676,0.9526717557251908,0.901775147928994,0.9526916802610114,0.9428571428571428,0.9600665557404326,0.9473684210526316,0.967930029154519,0.9646673142302088,0.9556503198294244,0.9712,0.9863588667366212,0.98,0.975206611570248,0.9930313588850174,0.9866666666666668,0.9970798182998052,1.0,0.9991220368744512,1.0,0.85,1.0,1.0
SmallKitchenAppliances,0.3006535947712418,0.31856540084388185,0.4236363636363637,0.39797979797979793,0.4642857142857143,0.48,0.5454545454545454,0.5,0.5614035087719298,0.5946666666666667,0.6513121161362367,0.5625,0.6263736263736264,0.6077348066298343,0.7,0.6974452081442095,0.7333333333333333,0.714963707426019,0.7425,0.7377049180327869,0.7458563535911602,0.815,0.6944444444444444,0.7540480178671134,0.7775,0.7615384615384615,0.7710526315789473,0.7950310559006211,0.0,0.7923076923076923,0.8033333333333333,0.7897435897435897,0.8383333333333334,0.821917808219178,0.785,0.8341463414634146,0.8135198135198135,0.828,0.9,0.820212171970966,0.8342857142857143,0.8109375,0.8375,0.8391304347826087,0.84,0.8337595907928389,0.8,0.87175,0.8842134213421342,0.87,0.89,0.8906666666666667,0.8,0.8166666666666667,0.90169397389614,0.823076923076923,0.9037800687285223,0.9318181818181818,0.9321086261980832,0.9384444444444444,0.91356783919598,0.9326829268292685,0.9623409669211196,0.9465648854961832,0.929585798816568,0.9592169657422512,0.9371428571428572,0.9484193011647256,0.9561403508771931,0.9611273080660836,0.958596406022341,0.9731343283582088,0.968,0.9811122770199372,0.9833333333333332,0.987603305785124,0.9930313588850174,0.9955555555555556,0.9972420506164827,1.0,0.9991220368744512,1.0,0.9,1.0,1.0
